"childid","country","sex","enrolled","dropout","mother_edu","father_edu","ppvt_score","hhsize","region","typesite"
"IN140044","India",0,1,0,NA,-Inf,45,5,"23","1"
"IN140045","India",1,1,0,NA,-Inf,44,3,"23","1"
"IN140046","India",0,1,0,NA,-Inf,66,4,"23","1"
"IN140047","India",1,1,0,NA,-Inf,138,4,"23","1"
"IN140048","India",1,1,0,NA,-Inf,120,4,"23","1"
"IN140049","India",1,1,0,NA,-Inf,41,4,"23","1"
"IN140050","India",0,1,0,NA,-Inf,42,5,"23","1"
"IN140051","India",1,1,0,NA,-Inf,60,5,"23","1"
"IN140052","India",0,1,0,NA,-Inf,NA,11,"23","1"
"IN140053","India",1,1,0,NA,-Inf,65,4,"23","1"
"IN140054","India",1,1,0,NA,-Inf,56,5,"23","1"
"IN140055","India",1,1,0,NA,-Inf,33,6,"23","1"
"IN140056","India",1,1,0,NA,-Inf,39,4,"23","1"
"IN140057","India",1,1,0,NA,-Inf,39,6,"23","1"
"IN140058","India",1,1,0,NA,-Inf,53,4,"23","1"
"IN140059","India",0,1,0,NA,-Inf,51,4,"23","1"
"IN140060","India",0,1,0,NA,-Inf,63,5,"23","1"
"IN140061","India",1,1,0,NA,-Inf,70,6,"23","1"
"IN140062","India",1,1,0,NA,-Inf,104,4,"23","1"
"IN140063","India",0,1,0,NA,-Inf,35,6,"23","1"
"IN140064","India",0,1,0,NA,-Inf,66,6,"23","1"
"IN140065","India",1,1,0,NA,-Inf,66,6,"23","1"
"IN140066","India",1,1,0,NA,-Inf,32,6,"23","1"
"IN140067","India",1,1,0,NA,-Inf,94,6,"23","1"
"IN140068","India",1,1,0,NA,-Inf,32,4,"23","1"
"IN140069","India",1,1,0,NA,-Inf,53,4,"23","1"
"IN140070","India",0,1,0,NA,-Inf,47,7,"23","1"
"IN140071","India",0,1,0,NA,-Inf,40,7,"23","1"
"IN140072","India",1,1,0,NA,-Inf,111,3,"23","2"
"IN140073","India",1,1,0,NA,-Inf,95,5,"23","1"
"IN140074","India",1,1,0,NA,-Inf,84,5,"23","1"
"IN140075","India",1,1,0,NA,-Inf,33,5,"23","1"
"IN140076","India",0,1,0,NA,-Inf,36,5,"23","1"
"IN140078","India",1,1,0,NA,-Inf,53,8,"23","1"
"IN140079","India",1,1,0,NA,-Inf,66,4,"23","1"
"IN140080","India",1,1,0,NA,-Inf,78,4,"23","1"
"IN140081","India",0,1,0,NA,-Inf,58,5,"23","1"
"IN140082","India",1,1,0,NA,-Inf,42,6,"23","1"
"IN140083","India",1,1,0,NA,-Inf,51,3,"23","1"
"IN140084","India",1,1,0,NA,-Inf,54,4,"23","1"
"IN140085","India",0,1,0,NA,-Inf,60,5,"23","1"
"IN140086","India",0,1,0,NA,-Inf,87,3,"23","1"
"IN140087","India",0,1,0,NA,-Inf,73,4,"23","1"
"IN140088","India",0,1,0,NA,-Inf,68,4,"23","1"
"IN140089","India",1,1,0,NA,-Inf,60,5,"23","2"
"IN140090","India",1,1,0,NA,-Inf,56,3,"23","1"
"IN140091","India",0,1,0,NA,-Inf,35,6,"23","1"
"IN140092","India",0,1,0,NA,-Inf,49,5,"23","1"
"IN140093","India",1,1,0,NA,-Inf,62,6,"23","1"
"IN140094","India",1,1,0,NA,-Inf,61,4,"23","1"
"IN140095","India",1,1,0,NA,-Inf,32,6,"23","1"
"IN140096","India",1,1,0,NA,-Inf,44,4,"23","1"
"IN140097","India",0,1,0,NA,-Inf,39,5,"23","1"
"IN140098","India",0,1,0,NA,-Inf,50,10,"23","1"
"IN140099","India",1,1,0,NA,-Inf,49,4,"23","1"
"IN140100","India",0,1,0,NA,-Inf,47,6,"23","1"
"IN150001","India",0,1,0,NA,-Inf,58,4,"23","2"
"IN150002","India",1,1,0,NA,-Inf,73,4,"23","2"
"IN150003","India",1,1,0,NA,-Inf,99,4,"23","2"
"IN150004","India",0,1,0,NA,-Inf,39,4,"23","2"
"IN150005","India",1,1,0,-Inf,-Inf,38,6,"23","2"
"IN150006","India",0,1,0,NA,-Inf,33,7,"23","2"
"IN150007","India",1,1,0,NA,-Inf,27,4,"23","2"
"IN150008","India",1,1,0,NA,-Inf,43,4,"23","2"
"IN150009","India",0,1,0,NA,-Inf,39,4,"23","2"
"IN150010","India",1,NA,1,NA,-Inf,NA,5,"23","2"
"IN150011","India",0,1,0,NA,-Inf,25,6,"23","2"
"IN150012","India",0,1,0,NA,-Inf,33,6,"23","2"
"IN150013","India",1,1,0,NA,-Inf,70,4,"23","2"
"IN150014","India",1,1,0,NA,-Inf,42,4,"23","2"
"IN150015","India",1,1,0,NA,-Inf,53,4,"23","2"
"IN150016","India",0,1,0,NA,-Inf,29,4,"23","2"
"IN150017","India",1,1,0,NA,-Inf,90,6,"23","2"
"IN150018","India",1,1,0,NA,-Inf,41,4,"23","2"
"IN150019","India",1,1,0,NA,-Inf,51,4,"23","2"
"IN150020","India",1,1,0,NA,-Inf,71,4,"23","2"
"IN150021","India",0,1,0,NA,-Inf,64,5,"23","1"
"IN150022","India",1,1,0,NA,-Inf,64,4,"23","2"
"IN150023","India",0,1,0,NA,-Inf,33,4,"23","2"
"IN150024","India",0,1,0,NA,-Inf,31,4,"23","2"
"IN150025","India",0,1,0,NA,-Inf,126,4,"23","2"
"IN150026","India",1,1,0,NA,-Inf,49,4,"23","2"
"IN150027","India",1,1,0,NA,-Inf,47,4,"23","2"
"IN150028","India",1,1,0,NA,-Inf,31,4,"23","2"
"IN150029","India",0,1,0,NA,-Inf,33,4,"23","2"
"IN150030","India",0,1,0,NA,-Inf,62,3,"23","2"
"IN150031","India",1,1,0,NA,-Inf,65,5,"23","2"
"IN150032","India",1,1,0,NA,-Inf,63,4,"23","2"
"IN150033","India",1,1,0,NA,-Inf,39,4,"23","2"
"IN150034","India",0,1,0,NA,-Inf,47,5,"23","2"
"IN150035","India",0,1,0,NA,-Inf,103,4,"23","2"
"IN150036","India",1,1,0,NA,-Inf,40,4,"23","2"
"IN150037","India",1,1,0,NA,-Inf,71,4,"23","2"
"IN150038","India",1,1,0,NA,-Inf,41,4,"23","2"
"IN150039","India",1,1,0,NA,-Inf,39,6,"23","2"
"IN150040","India",1,1,0,NA,-Inf,51,5,"23","2"
"IN150041","India",0,1,0,NA,-Inf,31,4,"23","2"
"IN150042","India",1,1,0,NA,-Inf,40,4,"23","2"
"IN150043","India",0,1,0,NA,-Inf,45,5,"23","2"
"IN150044","India",1,1,0,NA,-Inf,38,4,"23","2"
"IN150045","India",0,1,0,NA,-Inf,45,4,"23","2"
"IN150046","India",0,1,0,NA,-Inf,85,4,"23","2"
"IN150047","India",1,1,0,NA,-Inf,26,4,"23","2"
"IN150048","India",0,1,0,NA,-Inf,43,4,"23","2"
"IN150049","India",1,1,0,NA,-Inf,43,8,"23","2"
"IN150050","India",0,1,0,NA,-Inf,43,4,"23","2"
"IN150052","India",1,1,0,NA,-Inf,73,4,"23","2"
"IN150053","India",0,1,0,NA,-Inf,44,7,"23","2"
"IN150054","India",0,1,0,NA,-Inf,36,3,"23","2"
"IN150055","India",0,1,0,-Inf,-Inf,40,5,"23","2"
"IN150056","India",0,1,0,NA,-Inf,31,4,"23","2"
"IN150058","India",0,1,0,NA,-Inf,35,4,"23","2"
"IN150059","India",1,1,0,NA,-Inf,39,4,"23","2"
"IN150060","India",1,1,0,NA,-Inf,114,5,"23","2"
"IN150062","India",0,1,0,-Inf,-Inf,36,5,"23","2"
"IN150063","India",1,1,0,NA,-Inf,76,5,"23","2"
"IN150064","India",0,1,0,NA,-Inf,44,9,"23","2"
"IN150065","India",1,1,0,NA,-Inf,47,4,"23","2"
"IN150066","India",0,1,0,NA,-Inf,38,6,"23","2"
"IN150067","India",1,1,0,NA,-Inf,35,5,"23","2"
"IN150068","India",0,1,0,NA,-Inf,60,4,"23","2"
"IN150069","India",1,1,0,NA,-Inf,38,5,"23","2"
"IN150070","India",1,1,0,NA,-Inf,43,5,"23","2"
"IN150071","India",0,1,0,NA,-Inf,61,6,"23","2"
"IN150072","India",1,1,0,NA,-Inf,41,4,"23","2"
"IN150073","India",0,1,0,NA,-Inf,73,5,"23","2"
"IN150074","India",1,1,0,NA,-Inf,38,4,"23","2"
"IN150075","India",1,1,0,NA,-Inf,66,5,"23","2"
"IN150076","India",1,1,0,NA,-Inf,36,5,"23","2"
"IN150077","India",1,1,0,NA,-Inf,38,5,"23","2"
"IN150078","India",1,1,0,NA,-Inf,64,4,"23","2"
"IN150079","India",1,1,0,NA,-Inf,35,4,"23","2"
"IN150080","India",1,1,0,NA,-Inf,41,4,"23","2"
"IN150081","India",0,1,0,NA,-Inf,38,4,"23","2"
"IN150082","India",0,1,0,NA,-Inf,36,5,"23","2"
"IN150083","India",1,1,0,NA,-Inf,47,6,"23","2"
"IN150084","India",0,1,0,NA,-Inf,130,4,"23","2"
"IN150085","India",0,1,0,NA,-Inf,36,4,"23","2"
"IN150086","India",0,1,0,NA,-Inf,123,8,"23","2"
"IN150087","India",1,1,0,NA,-Inf,31,4,"23","2"
"IN150088","India",1,1,0,NA,-Inf,34,4,"23","2"
"IN150089","India",1,1,0,NA,-Inf,34,4,"23","2"
"IN150090","India",0,1,0,NA,-Inf,34,5,"23","2"
"IN150091","India",1,1,0,NA,-Inf,34,5,"23","2"
"IN150092","India",1,1,0,NA,-Inf,37,5,"23","2"
"IN150093","India",0,1,0,NA,-Inf,40,5,"23","2"
"IN150094","India",0,1,0,NA,-Inf,35,4,"23","2"
"IN150095","India",0,1,0,NA,-Inf,52,4,"23","2"
"IN150096","India",0,1,0,NA,-Inf,70,5,"23","2"
"IN150097","India",0,1,0,NA,-Inf,56,4,"23","2"
"IN150098","India",0,1,0,NA,-Inf,62,5,"23","2"
"IN150099","India",1,1,0,NA,-Inf,36,6,"23","2"
"IN150100","India",0,1,0,NA,-Inf,32,5,"23","2"
"IN160001","India",0,1,0,NA,-Inf,35,6,"23","2"
"IN160002","India",0,1,0,NA,-Inf,27,4,"23","2"
"IN160003","India",0,1,0,NA,-Inf,31,5,"23","2"
"IN160004","India",1,1,0,NA,-Inf,46,6,"23","2"
"IN160005","India",1,1,0,NA,-Inf,27,4,"23","2"
"IN160006","India",0,1,0,NA,-Inf,35,4,"23","2"
"IN160007","India",0,1,0,NA,-Inf,55,5,"23","2"
"IN160008","India",0,1,0,NA,-Inf,43,4,"23","2"
"IN160009","India",1,1,0,NA,-Inf,62,5,"23","2"
"IN160010","India",1,1,0,NA,-Inf,47,4,"23","1"
"IN160011","India",0,1,0,NA,-Inf,97,4,"23","2"
"IN160012","India",0,1,0,NA,-Inf,41,5,"23","2"
"IN160013","India",0,1,0,NA,-Inf,32,5,"23","2"
"IN160014","India",0,1,0,NA,-Inf,33,3,"23","2"
"IN160015","India",0,1,0,NA,-Inf,44,6,"23","2"
"IN160016","India",0,1,0,NA,-Inf,93,6,"23","2"
"IN160017","India",1,1,0,NA,-Inf,36,4,"23","2"
"IN160018","India",1,1,0,NA,-Inf,32,4,"23","2"
"IN160019","India",1,1,0,NA,-Inf,34,5,"23","2"
"IN160020","India",0,1,0,NA,-Inf,39,4,"23","2"
"IN160021","India",0,1,0,NA,-Inf,37,4,"23","2"
"IN160022","India",1,1,0,NA,-Inf,37,6,"23","2"
"IN160023","India",0,1,0,NA,-Inf,27,3,"23","2"
"IN160024","India",1,1,0,NA,-Inf,87,6,"23","2"
"IN160025","India",1,1,0,NA,-Inf,41,4,"23","2"
"IN160026","India",0,1,0,NA,-Inf,35,5,"23","2"
"IN160027","India",0,1,0,NA,-Inf,30,10,"23","2"
"IN160028","India",0,1,0,NA,-Inf,59,5,"23","2"
"IN160029","India",1,1,0,NA,-Inf,47,4,"23","2"
"IN160030","India",1,1,0,NA,-Inf,43,5,"23","2"
"IN160031","India",1,1,0,NA,-Inf,38,3,"23","2"
"IN160032","India",1,1,0,NA,-Inf,40,5,"23","2"
"IN160033","India",1,1,0,NA,-Inf,44,7,"23","2"
"IN160034","India",1,1,0,NA,-Inf,29,5,"23","2"
"IN160035","India",1,1,0,NA,-Inf,38,5,"23","2"
"IN160036","India",0,1,0,NA,-Inf,86,6,"23","2"
"IN160037","India",0,1,0,NA,-Inf,39,5,"23","2"
"IN160038","India",0,1,0,NA,-Inf,31,4,"23","2"
"IN160039","India",1,0,1,NA,-Inf,23,4,"23","2"
"IN160040","India",0,1,0,NA,-Inf,32,5,"23","2"
"IN160041","India",1,1,0,NA,-Inf,42,4,"23","2"
"IN160042","India",1,1,0,NA,-Inf,48,4,"23","2"
"IN160043","India",1,1,0,NA,-Inf,22,5,"23","2"
"IN160044","India",1,1,0,NA,-Inf,31,5,"23","2"
"IN160045","India",1,1,0,NA,-Inf,48,4,"23","1"
"IN160046","India",0,1,0,NA,-Inf,34,4,"23","2"
"IN160047","India",1,1,0,NA,-Inf,53,5,"23","2"
"IN160048","India",0,1,0,NA,-Inf,40,5,"23","2"
"IN160049","India",0,1,0,NA,-Inf,34,5,"23","1"
"IN160050","India",0,1,0,NA,-Inf,36,5,"23","2"
"IN160051","India",1,1,0,NA,-Inf,35,9,"23","2"
"IN160052","India",0,1,0,NA,-Inf,29,5,"23","2"
"IN160053","India",1,1,0,NA,-Inf,22,6,"23","2"
"IN160054","India",0,1,0,NA,-Inf,31,5,"23","2"
"IN160055","India",1,1,0,NA,-Inf,36,3,"23","2"
"IN160056","India",0,1,0,NA,-Inf,34,4,"23","2"
"IN160058","India",0,1,0,NA,-Inf,37,6,"23","2"
"IN160059","India",1,1,0,NA,-Inf,31,10,"23","2"
"IN160060","India",0,1,0,NA,-Inf,27,6,"23","2"
"IN160061","India",1,1,0,NA,-Inf,34,4,"23","1"
"IN160063","India",0,1,0,NA,-Inf,66,7,"23","2"
"IN160064","India",0,1,0,NA,-Inf,70,6,"23","2"
"IN160065","India",0,1,0,NA,-Inf,41,5,"23","2"
"IN160066","India",1,1,0,NA,-Inf,29,6,"23","2"
"IN160067","India",1,1,0,NA,-Inf,33,3,"23","2"
"IN160068","India",0,1,0,NA,-Inf,63,5,"23","2"
"IN160069","India",1,1,0,NA,-Inf,33,4,"23","2"
"IN160070","India",0,1,0,NA,NA,30,4,"23","2"
"IN160071","India",1,1,0,NA,-Inf,34,4,"23","2"
"IN160072","India",0,1,0,NA,-Inf,34,5,"23","2"
"IN160073","India",0,1,0,NA,-Inf,34,5,"23","2"
"IN160074","India",1,1,0,NA,-Inf,46,7,"23","2"
"IN160075","India",1,1,0,NA,-Inf,44,3,"23","2"
"IN160076","India",1,1,0,NA,-Inf,38,7,"23","2"
"IN160077","India",1,1,0,NA,-Inf,66,5,"23","2"
"IN160078","India",1,1,0,NA,-Inf,32,4,"23","2"
"IN160079","India",0,1,0,NA,-Inf,41,5,"23","2"
"IN160080","India",1,1,0,NA,-Inf,31,5,"23","2"
"IN160081","India",0,1,0,NA,-Inf,47,5,"23","2"
"IN160082","India",0,1,0,NA,-Inf,28,4,"23","2"
"IN160083","India",1,1,0,NA,-Inf,40,7,"23","2"
"IN160084","India",0,1,0,NA,-Inf,42,5,"23","1"
"IN160086","India",1,1,0,NA,-Inf,64,5,"23","2"
"IN160087","India",1,1,0,NA,-Inf,37,4,"23","2"
"IN160088","India",1,1,0,NA,-Inf,68,6,"23","1"
"IN160089","India",1,1,0,NA,-Inf,60,5,"23","1"
"IN160090","India",1,1,0,NA,-Inf,25,6,"23","2"
"IN160091","India",0,1,0,NA,-Inf,35,4,"23","2"
"IN160092","India",1,1,0,NA,-Inf,39,2,"23","2"
"IN160093","India",1,1,0,NA,-Inf,27,4,"23","2"
"IN160094","India",1,1,0,NA,-Inf,25,4,"23","1"
"IN160095","India",1,1,0,NA,-Inf,91,4,"23","2"
"IN160096","India",1,1,0,NA,-Inf,31,6,"23","2"
"IN160097","India",1,1,0,NA,-Inf,37,6,"23","2"
"IN160098","India",1,1,0,NA,-Inf,33,5,"23","2"
"IN160099","India",1,1,0,NA,-Inf,25,6,"23","2"
"IN160100","India",0,1,0,NA,-Inf,32,9,"23","2"
"IN170001","India",1,1,0,NA,-Inf,44,10,"23","2"
"IN170002","India",1,1,0,NA,-Inf,38,10,"23","1"
"IN170003","India",1,0,1,NA,-Inf,40,5,"23","2"
"IN170004","India",1,1,0,NA,-Inf,31,5,"23","2"
"IN170005","India",1,1,0,NA,-Inf,120,4,"23","1"
"IN170006","India",1,1,0,NA,-Inf,50,5,"23","2"
"IN170007","India",1,1,0,NA,-Inf,44,6,"23","2"
"IN170008","India",1,1,0,NA,-Inf,46,7,"23","2"
"IN170009","India",1,1,0,NA,-Inf,48,5,"23","2"
"IN170010","India",0,1,0,NA,-Inf,26,8,"23","2"
"IN170011","India",1,1,0,NA,-Inf,37,5,"23","2"
"IN170012","India",0,1,0,NA,-Inf,22,6,"23","2"
"IN170013","India",1,1,0,NA,-Inf,47,5,"23","2"
"IN170014","India",0,1,0,NA,-Inf,36,5,"23","2"
"IN170015","India",0,1,0,NA,-Inf,29,5,"23","2"
"IN170016","India",1,1,0,NA,-Inf,39,8,"23","2"
"IN170017","India",0,1,0,NA,-Inf,55,7,"23","2"
"IN170018","India",0,1,0,NA,-Inf,27,8,"23","2"
"IN170019","India",0,1,0,NA,-Inf,99,7,"23","2"
"IN170020","India",0,1,0,NA,-Inf,47,7,"23","2"
"IN170021","India",1,1,0,NA,-Inf,26,6,"23","2"
"IN170022","India",1,1,0,NA,-Inf,20,5,"23","2"
"IN170023","India",1,1,0,NA,-Inf,35,5,"23","2"
"IN170024","India",1,1,0,NA,-Inf,46,7,"23","2"
"IN170025","India",0,1,0,NA,-Inf,31,2,"23","2"
"IN170026","India",1,1,0,NA,-Inf,39,5,"23","2"
"IN170027","India",1,1,0,NA,-Inf,59,10,"23","2"
"IN170028","India",1,1,0,NA,-Inf,62,7,"23","2"
"IN170029","India",1,1,0,NA,-Inf,47,5,"23","2"
"IN170030","India",1,1,0,NA,-Inf,31,6,"23","2"
"IN170031","India",1,1,0,NA,-Inf,42,4,"23","2"
"IN170032","India",1,1,0,NA,-Inf,34,5,"23","2"
"IN170033","India",0,1,0,NA,-Inf,51,5,"23","2"
"IN170034","India",1,1,0,NA,-Inf,35,5,"23","2"
"IN170035","India",1,1,0,NA,-Inf,48,5,"23","2"
"IN170036","India",1,1,0,NA,-Inf,43,4,"23","2"
"IN170037","India",0,1,0,NA,-Inf,36,6,"23","2"
"IN170038","India",1,1,0,NA,-Inf,33,4,"23","2"
"IN170039","India",1,1,0,NA,-Inf,37,6,"23","2"
"IN170040","India",0,1,0,NA,-Inf,37,7,"23","2"
"IN170041","India",1,1,0,NA,-Inf,102,7,"23","2"
"IN170042","India",0,1,0,NA,-Inf,59,9,"23","2"
"IN170043","India",0,1,0,NA,-Inf,34,5,"23","2"
"IN170044","India",1,1,0,NA,-Inf,57,7,"23","2"
"IN170045","India",0,1,0,NA,-Inf,30,6,"23","2"
"IN170046","India",0,1,0,NA,-Inf,31,8,"23","2"
"IN170047","India",0,1,0,NA,-Inf,31,4,"23","2"
"IN170048","India",0,1,0,NA,-Inf,39,5,"23","2"
"IN170049","India",1,1,0,NA,-Inf,40,4,"23","2"
"IN170050","India",1,1,0,NA,-Inf,43,5,"23","2"
"IN170051","India",1,1,0,NA,-Inf,39,5,"23","2"
"IN170052","India",1,1,0,NA,-Inf,69,5,"23","2"
"IN170053","India",0,1,0,NA,-Inf,37,7,"23","2"
"IN170054","India",0,1,0,NA,-Inf,30,10,"23","2"
"IN170055","India",0,1,0,NA,-Inf,38,13,"23","2"
"IN170056","India",1,1,0,NA,-Inf,62,5,"23","2"
"IN170057","India",0,1,0,NA,-Inf,28,3,"23","2"
"IN170058","India",0,1,0,NA,-Inf,35,6,"23","2"
"IN170059","India",0,1,0,NA,-Inf,37,5,"23","2"
"IN170060","India",1,1,0,NA,-Inf,76,6,"23","2"
"IN170061","India",1,1,0,NA,-Inf,35,9,"23","2"
"IN170062","India",1,1,0,NA,-Inf,44,5,"23","2"
"IN170063","India",1,1,0,NA,-Inf,38,4,"23","2"
"IN170064","India",0,1,0,NA,-Inf,33,6,"23","2"
"IN170065","India",0,1,0,-Inf,-Inf,17,7,"23","2"
"IN170066","India",0,1,0,NA,-Inf,30,5,"23","2"
"IN170067","India",1,1,0,NA,-Inf,32,4,"23","2"
"IN170068","India",1,1,0,NA,-Inf,55,4,"23","2"
"IN170069","India",1,1,0,NA,-Inf,22,6,"23","2"
"IN170070","India",1,1,0,-Inf,-Inf,36,6,"23","2"
"IN170071","India",0,1,0,NA,-Inf,33,4,"23","2"
"IN170072","India",1,1,0,NA,-Inf,57,7,"23","2"
"IN170073","India",0,1,0,NA,-Inf,39,5,"23","2"
"IN170074","India",1,1,0,NA,-Inf,74,4,"23","2"
"IN170075","India",1,1,0,NA,-Inf,37,11,"23","2"
"IN170076","India",0,0,1,NA,-Inf,34,5,"23","2"
"IN170077","India",0,1,0,NA,-Inf,42,5,"23","2"
"IN170078","India",1,1,0,NA,-Inf,36,4,"23","2"
"IN170079","India",1,1,0,NA,-Inf,28,5,"23","2"
"IN170080","India",0,1,0,NA,-Inf,54,6,"23","2"
"IN170081","India",0,1,0,NA,-Inf,35,4,"23","2"
"IN170082","India",1,1,0,NA,-Inf,112,6,"23","2"
"IN170083","India",1,1,0,NA,-Inf,43,4,"23","2"
"IN170084","India",0,1,0,NA,-Inf,31,5,"23","2"
"IN170086","India",1,1,0,NA,-Inf,25,5,"23","2"
"IN170087","India",0,1,0,NA,-Inf,39,13,"23","2"
"IN170088","India",0,1,0,NA,-Inf,33,7,"23","2"
"IN170089","India",1,1,0,NA,-Inf,37,5,"23","2"
"IN170091","India",0,1,0,NA,-Inf,49,6,"23","2"
"IN170092","India",1,1,0,NA,-Inf,40,5,"23","2"
"IN170093","India",1,1,0,NA,-Inf,51,5,"23","2"
"IN170094","India",0,1,0,NA,-Inf,55,5,"23","2"
"IN170095","India",0,1,0,NA,-Inf,25,13,"23","2"
"IN170096","India",1,1,0,NA,-Inf,48,4,"23","2"
"IN170097","India",0,1,0,NA,-Inf,40,11,"23","2"
"IN170098","India",1,1,0,NA,-Inf,100,4,"23","2"
"IN170099","India",1,1,0,NA,-Inf,78,3,"23","2"
"IN170100","India",0,1,0,NA,-Inf,107,5,"23","2"
"IN180001","India",1,1,0,NA,-Inf,45,25,"23","2"
"IN180002","India",1,1,0,NA,-Inf,36,13,"23","2"
"IN180003","India",0,1,0,NA,-Inf,41,4,"23","2"
"IN180004","India",0,1,0,NA,-Inf,34,6,"23","2"
"IN180005","India",0,1,0,NA,-Inf,33,7,"23","2"
"IN180006","India",1,1,0,NA,-Inf,33,7,"23","2"
"IN180007","India",1,1,0,NA,-Inf,107,2,"23","2"
"IN180008","India",1,1,0,NA,-Inf,35,6,"23","2"
"IN180009","India",1,1,0,NA,-Inf,39,5,"23","2"
"IN180010","India",0,1,0,-Inf,-Inf,41,6,"23","2"
"IN180011","India",0,1,0,NA,-Inf,36,10,"23","2"
"IN180012","India",0,1,0,NA,-Inf,42,6,"23","2"
"IN180013","India",0,1,0,NA,-Inf,57,4,"23","2"
"IN180014","India",0,1,0,NA,-Inf,37,4,"23","2"
"IN180015","India",0,1,0,NA,-Inf,32,13,"23","2"
"IN180017","India",1,1,0,NA,-Inf,72,2,"23","2"
"IN180018","India",1,1,0,NA,-Inf,55,4,"23","2"
"IN180019","India",0,1,0,NA,-Inf,48,8,"23","2"
"IN180020","India",1,1,0,NA,-Inf,59,5,"23","2"
"IN180021","India",1,1,0,-Inf,-Inf,35,6,"23","2"
"IN180022","India",1,1,0,NA,-Inf,31,3,"23","2"
"IN180023","India",1,1,0,NA,-Inf,25,6,"23","2"
"IN180024","India",0,1,0,NA,-Inf,28,4,"23","2"
"IN180025","India",1,1,0,NA,-Inf,43,7,"23","2"
"IN180027","India",0,1,0,NA,-Inf,63,5,"23","2"
"IN180028","India",1,1,0,NA,-Inf,39,7,"23","2"
"IN180030","India",1,1,0,NA,-Inf,69,4,"23","2"
"IN180031","India",1,1,0,NA,-Inf,57,8,"23","2"
"IN180032","India",0,1,0,NA,-Inf,30,7,"23","2"
"IN180033","India",1,1,0,NA,-Inf,36,7,"23","2"
"IN180034","India",0,1,0,NA,-Inf,38,20,"23","2"
"IN180035","India",0,1,0,NA,-Inf,43,5,"23","2"
"IN180036","India",0,1,0,NA,-Inf,34,5,"23","2"
"IN180038","India",0,1,0,NA,-Inf,28,2,"23","2"
"IN180039","India",1,1,0,NA,-Inf,27,7,"23","2"
"IN180040","India",0,1,0,NA,-Inf,45,5,"23","2"
"IN180041","India",1,1,0,NA,-Inf,61,7,"23","2"
"IN180042","India",1,1,0,NA,-Inf,30,7,"23","2"
"IN180043","India",1,1,0,NA,-Inf,36,5,"23","2"
"IN180044","India",0,1,0,NA,-Inf,34,3,"23","2"
"IN180045","India",1,1,0,NA,-Inf,36,12,"23","2"
"IN180046","India",1,1,0,NA,-Inf,33,7,"23","2"
"IN180047","India",0,1,0,NA,-Inf,37,10,"23","2"
"IN180048","India",1,1,0,NA,-Inf,21,13,"23","2"
"IN180049","India",1,1,0,NA,-Inf,44,8,"23","2"
"IN180050","India",1,1,0,NA,-Inf,52,5,"23","2"
"IN180051","India",1,1,0,NA,-Inf,36,7,"23","2"
"IN180052","India",1,1,0,NA,-Inf,83,6,"23","2"
"IN180053","India",0,1,0,-Inf,-Inf,38,3,"23","2"
"IN180054","India",1,1,0,NA,-Inf,29,7,"23","2"
"IN180055","India",1,1,0,NA,-Inf,38,8,"23","2"
"IN180056","India",1,1,0,NA,-Inf,34,7,"23","2"
"IN180057","India",1,1,0,NA,-Inf,42,7,"23","2"
"IN180058","India",1,1,0,NA,-Inf,36,7,"23","2"
"IN180059","India",0,1,0,NA,-Inf,35,5,"23","2"
"IN180060","India",1,1,0,NA,-Inf,31,3,"23","2"
"IN180061","India",1,1,0,NA,-Inf,30,4,"23","2"
"IN180062","India",1,1,0,NA,-Inf,66,5,"23","2"
"IN180063","India",0,1,0,NA,-Inf,61,5,"23","2"
"IN180064","India",1,1,0,NA,-Inf,36,6,"23","2"
"IN180065","India",0,1,0,NA,-Inf,44,6,"23","2"
"IN180066","India",0,1,0,NA,-Inf,45,4,"23","2"
"IN180067","India",0,1,0,NA,-Inf,NA,7,"23","2"
"IN180068","India",0,1,0,NA,-Inf,24,6,"23","2"
"IN180069","India",0,1,0,NA,-Inf,49,6,"23","2"
"IN180070","India",1,1,0,NA,-Inf,22,5,"23","2"
"IN180071","India",0,1,0,NA,-Inf,34,11,"23","2"
"IN180072","India",1,1,0,NA,-Inf,32,7,"23","2"
"IN180073","India",1,1,0,NA,-Inf,47,4,"23","2"
"IN180074","India",1,1,0,NA,-Inf,40,6,"23","2"
"IN180075","India",1,1,0,NA,-Inf,31,5,"23","2"
"IN180076","India",1,1,0,NA,-Inf,38,10,"23","2"
"IN180077","India",0,1,0,NA,-Inf,56,4,"23","2"
"IN180078","India",0,1,0,NA,-Inf,61,6,"23","2"
"IN180079","India",0,1,0,NA,-Inf,69,6,"23","2"
"IN180080","India",1,1,0,NA,-Inf,33,5,"23","2"
"IN180081","India",0,1,0,NA,-Inf,49,8,"23","2"
"IN180082","India",1,1,0,NA,-Inf,26,5,"23","2"
"IN180083","India",0,1,0,NA,-Inf,41,10,"23","2"
"IN180084","India",0,1,0,NA,-Inf,35,6,"23","1"
"IN180085","India",1,1,0,NA,-Inf,29,6,"23","2"
"IN180086","India",1,1,0,NA,-Inf,25,6,"23","2"
"IN180087","India",1,1,0,NA,-Inf,33,4,"23","2"
"IN180088","India",0,1,0,NA,-Inf,36,4,"23","2"
"IN180089","India",1,1,0,NA,-Inf,111,6,"23","2"
"IN180090","India",1,1,0,NA,-Inf,38,3,"23","2"
"IN180091","India",1,1,0,NA,-Inf,44,4,"23","2"
